record_id,match_id,player_name,role,nationality,team_id,team_city,coach,opponent_team_id,stadium_id,stadium_name,stadium_location,stadium_capacity,format_id,match_date,runs_scored,balls_faced,wickets_taken,overs_bowled,catches_taken,age
469,438,Shaheen Afridi,Bowler,Pakistan,5,Karachi,Grant Bradburn,2,9,"Gaddafi Stadium, Lahore",Karachi,60377,3,2021-05-16,106,18,5,2.9,4,24
470,302,Hazratullah Zazai,Batsman,Afghanistan,10,Kabul,Jonathan Trott,2,2,"Kabul International Cricket Stadium, Kabul",Kabul,62996,1,2024-07-02,85,29,5,8.7,2,25
471,110,Chris Gayle,Batsman,West Indies,7,Kingston,Daren Sammy,10,24,"Kensington Oval, Bridgetown",Kingston,35861,3,2022-03-13,15,41,3,15.5,1,44
472,316,AB de Villiers,Batsman,South Africa,4,Johannesburg,Rob Walter,9,10,"Newlands, Cape Town",Johannesburg,56754,1,2020-03-18,89,46,4,15.4,3,40
473,240,Virat Kohli,Batsman,India,1,Mumbai,Rahul Dravid,6,14,"Wankhede Stadium, Mumbai",Mumbai,61188,1,2021-12-27,122,61,5,8.0,0,35
474,123,Mohammad Nabi,All-rounder,Afghanistan,10,Kabul,Jonathan Trott,2,10,"Kabul International Cricket Stadium, Kabul",Kabul,37860,1,2021-02-26,47,17,3,7.5,3,39
475,107,Moeen Ali,All-rounder,England,3,London,Brendon McCullum,10,17,"Lord's Cricket Ground, London",London,35966,3,2020-12-12,67,21,4,12.9,4,36
476,479,Chris Gayle,Batsman,West Indies,7,Kingston,Daren Sammy,8,22,"Kensington Oval, Bridgetown",Kingston,83151,2,2022-03-02,70,90,4,9.6,0,44
477,298,Jos Buttler,Wicketkeeper,England,3,London,Brendon McCullum,10,8,"Lord's Cricket Ground, London",London,52735,3,2021-08-22,122,74,1,16.9,5,33
478,268,Glenn Maxwell,All-rounder,Australia,2,Sydney,Andrew McDonald,9,15,"Melbourne Cricket Ground, Melbourne",Sydney,77296,2,2020-11-17,100,52,4,0.7,4,35
479,83,Kumar Sangakkara,Batsman,Sri Lanka,8,Colombo,Chris Silverwood,10,18,"R. Premadasa Stadium, Colombo",Colombo,73853,1,2024-03-07,0,76,4,16.4,5,46
480,145,Shadab Khan,All-rounder,Pakistan,5,Karachi,Grant Bradburn,10,22,"Gaddafi Stadium, Lahore",Karachi,26757,1,2020-01-15,67,79,0,2.6,2,25
481,255,Rahmanullah Gurbaz,Wicketkeeper,Afghanistan,10,Kabul,Jonathan Trott,6,9,"Kabul International Cricket Stadium, Kabul",Kabul,47215,2,2020-01-03,134,40,2,13.1,5,23
482,106,Steve Smith,Batsman,Australia,2,Sydney,Andrew McDonald,4,17,"Melbourne Cricket Ground, Melbourne",Sydney,62173,1,2023-12-05,19,59,0,7.0,2,34
483,382,Kagiso Rabada,Bowler,South Africa,4,Johannesburg,Rob Walter,2,25,"Newlands, Cape Town",Johannesburg,39564,3,2023-12-06,10,65,5,13.6,0,29
484,399,Jofra Archer,Bowler,England,3,London,Brendon McCullum,9,9,"Lord's Cricket Ground, London",London,42459,3,2021-11-13,41,25,2,7.9,2,29
485,318,Devon Conway,Wicketkeeper,New Zealand,6,Auckland,Gary Stead,2,17,"Eden Park, Auckland",Auckland,81539,3,2021-10-10,47,65,5,9.7,2,32
486,423,Andre Russell,All-rounder,West Indies,7,Kingston,Daren Sammy,1,4,"Kensington Oval, Bridgetown",Kingston,73676,3,2022-03-17,121,26,1,2.7,2,35
487,183,Mohammad Nabi,All-rounder,Afghanistan,10,Kabul,Jonathan Trott,9,11,"Kabul International Cricket Stadium, Kabul",Kabul,31735,1,2020-05-24,8,28,5,17.7,5,39
488,472,Quinton de Kock,Wicketkeeper,South Africa,4,Johannesburg,Rob Walter,3,10,"Newlands, Cape Town",Johannesburg,79262,2,2021-02-12,104,52,1,7.9,5,31
489,198,Mohammad Nabi,All-rounder,Afghanistan,10,Kabul,Jonathan Trott,8,9,"Kabul International Cricket Stadium, Kabul",Kabul,88358,3,2021-12-25,65,56,2,19.8,2,39
490,473,David Warner,Batsman,Australia,2,Sydney,Andrew McDonald,6,4,"Melbourne Cricket Ground, Melbourne",Sydney,44157,1,2021-05-12,115,92,5,17.4,2,37
491,136,Mustafizur Rahman,Bowler,Bangladesh,9,Dhaka,Chandika Hathurusingha,2,25,"Sher-e-Bangla National Stadium, Dhaka",Dhaka,75303,2,2021-01-05,93,3,2,14.5,5,28
492,395,Mohammad Nabi,All-rounder,Afghanistan,10,Kabul,Jonathan Trott,4,30,"Kabul International Cricket Stadium, Kabul",Kabul,35218,3,2020-02-02,8,74,2,8.9,3,39
493,418,Alex Carey,Wicketkeeper,Australia,2,Sydney,Andrew McDonald,1,4,"Melbourne Cricket Ground, Melbourne",Sydney,66713,3,2024-08-12,113,50,1,0.3,5,32
494,371,Steve Smith,Batsman,Australia,2,Sydney,Andrew McDonald,10,14,"Melbourne Cricket Ground, Melbourne",Sydney,26839,2,2021-07-30,3,65,1,5.0,1,34
495,156,Steve Smith,Batsman,Australia,2,Sydney,Andrew McDonald,4,2,"Melbourne Cricket Ground, Melbourne",Sydney,37538,3,2020-12-03,147,21,0,19.5,4,34
496,124,Rashid Khan,Bowler,Afghanistan,10,Kabul,Jonathan Trott,6,15,"Kabul International Cricket Stadium, Kabul",Kabul,86793,2,2025-01-10,12,6,2,3.5,3,25
497,72,Shaheen Afridi,Bowler,Pakistan,5,Karachi,Grant Bradburn,6,4,"Gaddafi Stadium, Lahore",Karachi,26146,3,2024-12-12,65,79,4,6.5,5,24
498,359,Lasith Malinga,Bowler,Sri Lanka,8,Colombo,Chris Silverwood,6,23,"R. Premadasa Stadium, Colombo",Colombo,31373,1,2022-10-14,142,59,2,6.3,0,40
499,377,Glenn Maxwell,All-rounder,Australia,2,Sydney,Andrew McDonald,4,19,"Melbourne Cricket Ground, Melbourne",Sydney,77126,2,2021-01-18,6,84,4,9.4,3,35
500,274,Daryl Mitchell,All-rounder,New Zealand,6,Auckland,Gary Stead,2,21,"Eden Park, Auckland",Auckland,45089,2,2020-02-25,110,22,0,17.6,1,32
501,337,Ravindra Jadeja,All-rounder,India,1,Mumbai,Rahul Dravid,7,17,"Wankhede Stadium, Mumbai",Mumbai,75327,3,2025-01-05,25,11,2,1.2,5,35
502,195,Sunil Narine,Bowler,West Indies,7,Kingston,Daren Sammy,6,17,"Kensington Oval, Bridgetown",Kingston,70042,2,2021-08-31,39,1,4,14.7,2,36
503,246,Moeen Ali,All-rounder,England,3,London,Brendon McCullum,4,8,"Lord's Cricket Ground, London",London,27039,1,2023-04-16,147,82,0,6.9,5,36
504,3,Rahmanullah Gurbaz,Wicketkeeper,Afghanistan,10,Kabul,Jonathan Trott,8,22,"Kabul International Cricket Stadium, Kabul",Kabul,61197,3,2024-01-28,74,50,3,9.6,2,23
505,27,Andre Russell,All-rounder,West Indies,7,Kingston,Daren Sammy,10,21,"Kensington Oval, Bridgetown",Kingston,57646,2,2024-04-12,62,34,3,7.4,0,35
506,142,Joe Root,Batsman,England,3,London,Brendon McCullum,1,6,"Lord's Cricket Ground, London",London,83069,3,2024-04-11,15,79,2,11.8,3,33
507,53,Sachin Tendulkar,Batsman,India,1,Mumbai,Rahul Dravid,3,17,"Wankhede Stadium, Mumbai",Mumbai,33339,2,2022-07-24,34,25,4,0.4,3,50
508,337,Niroshan Dickwella,Wicketkeeper,Sri Lanka,8,Colombo,Chris Silverwood,7,19,"R. Premadasa Stadium, Colombo",Colombo,71742,2,2024-12-26,129,63,2,18.0,3,30
509,332,Jasprit Bumrah,Bowler,India,1,Mumbai,Rahul Dravid,10,3,"Wankhede Stadium, Mumbai",Mumbai,78310,3,2020-01-11,11,30,1,12.0,0,30
510,249,Jos Buttler,Wicketkeeper,England,3,London,Brendon McCullum,5,28,"Lord's Cricket Ground, London",London,57339,3,2023-01-04,53,75,5,3.6,1,33
511,154,Trent Boult,Bowler,New Zealand,6,Auckland,Gary Stead,7,8,"Eden Park, Auckland",Auckland,68611,1,2022-04-06,121,87,3,13.9,5,34
512,112,Mushfiqur Rahim,Wicketkeeper,Bangladesh,9,Dhaka,Chandika Hathurusingha,10,19,"Sher-e-Bangla National Stadium, Dhaka",Dhaka,70691,2,2020-10-04,10,47,3,8.1,0,36
513,152,Trent Boult,Bowler,New Zealand,6,Auckland,Gary Stead,7,14,"Eden Park, Auckland",Auckland,27869,1,2021-12-22,114,33,0,19.0,2,34
514,492,Babar Azam,Batsman,Pakistan,5,Karachi,Grant Bradburn,8,7,"Gaddafi Stadium, Lahore",Karachi,36034,3,2024-08-29,15,12,5,17.2,2,29
515,160,Faf du Plessis,Batsman,South Africa,4,Johannesburg,Rob Walter,6,16,"Newlands, Cape Town",Johannesburg,60307,1,2020-07-16,88,20,1,19.8,1,39
516,258,Devon Conway,Wicketkeeper,New Zealand,6,Auckland,Gary Stead,5,6,"Eden Park, Auckland",Auckland,64794,2,2021-09-09,135,80,3,1.3,4,32
517,214,Rohit Sharma,Batsman,India,1,Mumbai,Rahul Dravid,2,30,"Wankhede Stadium, Mumbai",Mumbai,47736,3,2020-12-18,47,27,1,13.3,0,36
518,422,Joe Root,Batsman,England,3,London,Brendon McCullum,1,13,"Lord's Cricket Ground, London",London,59800,3,2024-02-08,17,11,4,19.1,5,33
519,220,Shaheen Afridi,Bowler,Pakistan,5,Karachi,Grant Bradburn,8,19,"Gaddafi Stadium, Lahore",Karachi,83804,1,2022-12-25,41,2,1,10.4,4,24
520,481,Niroshan Dickwella,Wicketkeeper,Sri Lanka,8,Colombo,Chris Silverwood,9,25,"R. Premadasa Stadium, Colombo",Colombo,70291,3,2023-06-04,48,65,3,18.4,3,30
521,110,MS Dhoni,Wicketkeeper,India,1,Mumbai,Rahul Dravid,7,15,"Wankhede Stadium, Mumbai",Mumbai,65857,2,2023-03-15,140,31,5,14.3,1,42
522,349,Niroshan Dickwella,Wicketkeeper,Sri Lanka,8,Colombo,Chris Silverwood,7,18,"R. Premadasa Stadium, Colombo",Colombo,58292,2,2021-07-28,144,40,2,17.9,3,30
523,175,Mohammad Rizwan,Wicketkeeper,Pakistan,5,Karachi,Grant Bradburn,7,12,"Gaddafi Stadium, Lahore",Karachi,31150,3,2021-11-14,14,56,4,3.7,3,32
524,151,Sunil Narine,Bowler,West Indies,7,Kingston,Daren Sammy,10,13,"Kensington Oval, Bridgetown",Kingston,41101,2,2021-11-24,99,15,0,3.7,4,36
525,268,Nicholas Pooran,Wicketkeeper,West Indies,7,Kingston,Daren Sammy,5,4,"Kensington Oval, Bridgetown",Kingston,39271,2,2020-08-14,85,80,0,19.9,1,28
526,365,Mohammad Nabi,All-rounder,Afghanistan,10,Kabul,Jonathan Trott,3,20,"Kabul International Cricket Stadium, Kabul",Kabul,35920,1,2021-07-05,110,65,4,19.0,4,39
527,234,Daryl Mitchell,All-rounder,New Zealand,6,Auckland,Gary Stead,10,27,"Eden Park, Auckland",Auckland,54016,3,2025-03-03,94,91,2,18.0,4,32
528,34,Mohammad Nabi,All-rounder,Afghanistan,10,Kabul,Jonathan Trott,8,21,"Kabul International Cricket Stadium, Kabul",Kabul,39282,3,2021-04-29,108,8,5,9.0,5,39
529,453,David Warner,Batsman,Australia,2,Sydney,Andrew McDonald,4,5,"Melbourne Cricket Ground, Melbourne",Sydney,69479,1,2022-08-29,107,25,0,10.2,4,37
530,491,Angelo Mathews,All-rounder,Sri Lanka,8,Colombo,Chris Silverwood,1,6,"R. Premadasa Stadium, Colombo",Colombo,74157,1,2022-07-01,1,32,3,17.0,4,36
531,122,Hazratullah Zazai,Batsman,Afghanistan,10,Kabul,Jonathan Trott,1,13,"Kabul International Cricket Stadium, Kabul",Kabul,43841,2,2021-03-24,118,100,2,14.5,4,25
532,335,Jofra Archer,Bowler,England,3,London,Brendon McCullum,5,10,"Lord's Cricket Ground, London",London,62633,1,2023-02-03,40,65,3,8.4,4,29
533,349,Jasprit Bumrah,Bowler,India,1,Mumbai,Rahul Dravid,6,24,"Wankhede Stadium, Mumbai",Mumbai,59416,2,2024-08-23,97,47,4,14.4,3,30
534,126,Mustafizur Rahman,Bowler,Bangladesh,9,Dhaka,Chandika Hathurusingha,10,27,"Sher-e-Bangla National Stadium, Dhaka",Dhaka,65998,3,2020-03-30,106,55,1,2.7,0,28
535,294,Mohammad Nabi,All-rounder,Afghanistan,10,Kabul,Jonathan Trott,2,24,"Kabul International Cricket Stadium, Kabul",Kabul,65116,1,2021-08-04,128,14,2,9.1,1,39
536,334,Ravindra Jadeja,All-rounder,India,1,Mumbai,Rahul Dravid,8,26,"Wankhede Stadium, Mumbai",Mumbai,65598,2,2021-10-24,44,83,0,7.1,3,35
537,163,Mohammad Nabi,All-rounder,Afghanistan,10,Kabul,Jonathan Trott,4,11,"Kabul International Cricket Stadium, Kabul",Kabul,32941,1,2020-06-15,44,21,3,13.0,3,39
538,251,Virat Kohli,Batsman,India,1,Mumbai,Rahul Dravid,8,28,"Wankhede Stadium, Mumbai",Mumbai,31550,1,2020-03-24,48,64,5,2.4,3,35
539,254,David Warner,Batsman,Australia,2,Sydney,Andrew McDonald,1,6,"Melbourne Cricket Ground, Melbourne",Sydney,36246,3,2023-06-21,103,50,0,10.9,0,37
540,467,Quinton de Kock,Wicketkeeper,South Africa,4,Johannesburg,Rob Walter,6,28,"Newlands, Cape Town",Johannesburg,71715,1,2022-07-09,113,80,4,19.1,2,31
541,313,AB de Villiers,Batsman,South Africa,4,Johannesburg,Rob Walter,7,6,"Newlands, Cape Town",Johannesburg,26299,1,2021-01-14,102,84,5,17.5,3,40
542,273,Tamim Iqbal,Batsman,Bangladesh,9,Dhaka,Chandika Hathurusingha,1,30,"Sher-e-Bangla National Stadium, Dhaka",Dhaka,25148,3,2024-01-19,16,94,1,17.0,5,35
543,26,Tamim Iqbal,Batsman,Bangladesh,9,Dhaka,Chandika Hathurusingha,2,3,"Sher-e-Bangla National Stadium, Dhaka",Dhaka,79052,1,2023-01-22,41,88,1,5.9,3,35
544,259,Rahmanullah Gurbaz,Wicketkeeper,Afghanistan,10,Kabul,Jonathan Trott,6,30,"Kabul International Cricket Stadium, Kabul",Kabul,40657,3,2021-07-02,131,80,4,2.9,4,23
545,464,Shadab Khan,All-rounder,Pakistan,5,Karachi,Grant Bradburn,4,1,"Gaddafi Stadium, Lahore",Karachi,49471,1,2022-03-17,126,4,2,2.3,4,25
546,289,Steve Smith,Batsman,Australia,2,Sydney,Andrew McDonald,9,18,"Melbourne Cricket Ground, Melbourne",Sydney,76542,2,2024-04-04,10,53,4,7.6,4,34
547,214,Tamim Iqbal,Batsman,Bangladesh,9,Dhaka,Chandika Hathurusingha,1,5,"Sher-e-Bangla National Stadium, Dhaka",Dhaka,59337,2,2024-05-13,124,81,3,12.8,2,35
548,139,Shaheen Afridi,Bowler,Pakistan,5,Karachi,Grant Bradburn,10,30,"Gaddafi Stadium, Lahore",Karachi,69288,3,2020-05-15,63,87,2,18.5,4,24
549,197,Ravindra Jadeja,All-rounder,India,1,Mumbai,Rahul Dravid,8,12,"Wankhede Stadium, Mumbai",Mumbai,56232,2,2020-11-26,103,28,3,9.3,5,35
550,99,Kumar Sangakkara,Batsman,Sri Lanka,8,Colombo,Chris Silverwood,2,30,"R. Premadasa Stadium, Colombo",Colombo,83264,2,2023-06-18,67,61,1,8.7,0,46
551,444,Niroshan Dickwella,Wicketkeeper,Sri Lanka,8,Colombo,Chris Silverwood,10,16,"R. Premadasa Stadium, Colombo",Colombo,62520,1,2020-10-06,18,33,0,11.3,3,30
552,363,Jacques Kallis,All-rounder,South Africa,4,Johannesburg,Rob Walter,1,17,"Newlands, Cape Town",Johannesburg,75934,3,2023-02-15,110,64,1,10.3,5,48
553,114,Jacques Kallis,All-rounder,South Africa,4,Johannesburg,Rob Walter,9,30,"Newlands, Cape Town",Johannesburg,80953,1,2021-10-26,64,11,3,3.4,3,48
554,222,Angelo Mathews,All-rounder,Sri Lanka,8,Colombo,Chris Silverwood,2,10,"R. Premadasa Stadium, Colombo",Colombo,36672,1,2024-08-30,146,57,2,14.2,0,36
555,249,Mushfiqur Rahim,Wicketkeeper,Bangladesh,9,Dhaka,Chandika Hathurusingha,3,1,"Sher-e-Bangla National Stadium, Dhaka",Dhaka,83994,3,2023-03-03,129,31,3,3.4,5,36
556,164,Angelo Mathews,All-rounder,Sri Lanka,8,Colombo,Chris Silverwood,7,28,"R. Premadasa Stadium, Colombo",Colombo,68782,3,2022-05-01,114,38,4,4.8,5,36
557,483,Andre Russell,All-rounder,West Indies,7,Kingston,Daren Sammy,3,23,"Kensington Oval, Bridgetown",Kingston,56295,1,2025-02-20,150,49,2,3.8,4,35
558,361,Shaheen Afridi,Bowler,Pakistan,5,Karachi,Grant Bradburn,3,22,"Gaddafi Stadium, Lahore",Karachi,47841,3,2024-09-22,39,54,1,10.3,2,24
559,491,Lasith Malinga,Bowler,Sri Lanka,8,Colombo,Chris Silverwood,2,16,"R. Premadasa Stadium, Colombo",Colombo,89197,2,2022-11-03,131,46,2,10.1,2,40
560,233,MS Dhoni,Wicketkeeper,India,1,Mumbai,Rahul Dravid,5,24,"Wankhede Stadium, Mumbai",Mumbai,25232,3,2022-04-04,34,97,5,15.5,4,42
561,166,Tamim Iqbal,Batsman,Bangladesh,9,Dhaka,Chandika Hathurusingha,10,27,"Sher-e-Bangla National Stadium, Dhaka",Dhaka,28921,3,2022-09-11,101,8,0,10.0,3,35
562,322,Glenn Maxwell,All-rounder,Australia,2,Sydney,Andrew McDonald,5,1,"Melbourne Cricket Ground, Melbourne",Sydney,41845,3,2020-08-07,61,23,0,3.7,1,35
563,28,Mitchell Starc,Bowler,Australia,2,Sydney,Andrew McDonald,7,17,"Melbourne Cricket Ground, Melbourne",Sydney,78872,1,2023-01-21,126,66,5,7.1,2,34
564,249,Hazratullah Zazai,Batsman,Afghanistan,10,Kabul,Jonathan Trott,6,12,"Kabul International Cricket Stadium, Kabul",Kabul,40788,1,2024-09-16,4,7,3,1.3,1,25
565,438,Quinton de Kock,Wicketkeeper,South Africa,4,Johannesburg,Rob Walter,2,15,"Newlands, Cape Town",Johannesburg,26215,2,2023-08-02,134,17,5,5.6,2,31
566,189,Kane Williamson,Batsman,New Zealand,6,Auckland,Gary Stead,8,5,"Eden Park, Auckland",Auckland,60209,1,2021-07-15,27,79,5,16.6,1,33
567,77,Trent Boult,Bowler,New Zealand,6,Auckland,Gary Stead,5,15,"Eden Park, Auckland",Auckland,76677,3,2021-03-28,116,23,2,1.3,3,34
568,381,Kagiso Rabada,Bowler,South Africa,4,Johannesburg,Rob Walter,9,4,"Newlands, Cape Town",Johannesburg,49116,1,2023-07-23,144,100,4,18.3,4,29
569,151,Trent Boult,Bowler,New Zealand,6,Auckland,Gary Stead,3,13,"Eden Park, Auckland",Auckland,74986,2,2022-08-16,120,6,1,18.2,5,34
570,333,Angelo Mathews,All-rounder,Sri Lanka,8,Colombo,Chris Silverwood,2,27,"R. Premadasa Stadium, Colombo",Colombo,63775,3,2020-04-11,25,2,0,2.8,4,36
571,131,Chris Gayle,Batsman,West Indies,7,Kingston,Daren Sammy,9,25,"Kensington Oval, Bridgetown",Kingston,80850,1,2021-12-15,22,15,5,1.3,2,44
572,225,Mitchell Starc,Bowler,Australia,2,Sydney,Andrew McDonald,1,13,"Melbourne Cricket Ground, Melbourne",Sydney,56018,3,2025-01-10,137,79,3,14.0,4,34
573,438,Jasprit Bumrah,Bowler,India,1,Mumbai,Rahul Dravid,8,28,"Wankhede Stadium, Mumbai",Mumbai,82160,3,2020-06-22,100,30,3,4.4,3,30
574,283,Moeen Ali,All-rounder,England,3,London,Brendon McCullum,6,16,"Lord's Cricket Ground, London",London,55075,2,2021-03-28,87,27,1,11.4,2,36
575,96,Shadab Khan,All-rounder,Pakistan,5,Karachi,Grant Bradburn,4,23,"Gaddafi Stadium, Lahore",Karachi,50281,3,2024-10-03,144,94,2,5.2,0,25
576,173,Ben Stokes,Batsman,England,3,London,Brendon McCullum,7,2,"Lord's Cricket Ground, London",London,86363,2,2024-05-09,4,68,1,15.7,3,32
577,29,Niroshan Dickwella,Wicketkeeper,Sri Lanka,8,Colombo,Chris Silverwood,7,21,"R. Premadasa Stadium, Colombo",Colombo,30437,1,2020-03-01,80,45,2,18.8,5,30
578,106,Niroshan Dickwella,Wicketkeeper,Sri Lanka,8,Colombo,Chris Silverwood,9,4,"R. Premadasa Stadium, Colombo",Colombo,31986,1,2024-11-17,137,65,1,18.8,0,30
579,336,Virat Kohli,Batsman,India,1,Mumbai,Rahul Dravid,2,30,"Wankhede Stadium, Mumbai",Mumbai,25677,2,2021-04-16,51,75,3,2.8,2,35
580,356,Jacques Kallis,All-rounder,South Africa,4,Johannesburg,Rob Walter,3,14,"Newlands, Cape Town",Johannesburg,48014,3,2020-12-02,62,8,1,2.8,1,48
581,81,Mohammad Nabi,All-rounder,Afghanistan,10,Kabul,Jonathan Trott,2,15,"Kabul International Cricket Stadium, Kabul",Kabul,66013,3,2022-01-02,83,31,4,12.0,0,39
582,267,Niroshan Dickwella,Wicketkeeper,Sri Lanka,8,Colombo,Chris Silverwood,9,20,"R. Premadasa Stadium, Colombo",Colombo,54514,3,2021-08-30,113,51,0,11.1,2,30
583,370,Mitchell Starc,Bowler,Australia,2,Sydney,Andrew McDonald,5,1,"Melbourne Cricket Ground, Melbourne",Sydney,58770,1,2022-01-27,88,56,0,14.2,4,34
584,61,Rahmanullah Gurbaz,Wicketkeeper,Afghanistan,10,Kabul,Jonathan Trott,9,27,"Kabul International Cricket Stadium, Kabul",Kabul,54162,1,2022-04-06,136,68,3,9.2,3,23
585,476,Nicholas Pooran,Wicketkeeper,West Indies,7,Kingston,Daren Sammy,8,24,"Kensington Oval, Bridgetown",Kingston,52528,2,2020-06-01,14,55,3,0.4,2,28
586,299,Kagiso Rabada,Bowler,South Africa,4,Johannesburg,Rob Walter,8,26,"Newlands, Cape Town",Johannesburg,89792,3,2023-06-02,145,8,0,3.1,3,29
587,242,Ben Stokes,Batsman,England,3,London,Brendon McCullum,2,12,"Lord's Cricket Ground, London",London,51045,2,2020-08-01,108,55,4,5.2,5,32
588,363,Rahmanullah Gurbaz,Wicketkeeper,Afghanistan,10,Kabul,Jonathan Trott,9,21,"Kabul International Cricket Stadium, Kabul",Kabul,64743,3,2024-08-17,87,16,0,16.1,0,23
589,21,Shadab Khan,All-rounder,Pakistan,5,Karachi,Grant Bradburn,4,26,"Gaddafi Stadium, Lahore",Karachi,67497,1,2023-10-02,87,93,2,12.7,5,25
590,208,Mustafizur Rahman,Bowler,Bangladesh,9,Dhaka,Chandika Hathurusingha,10,9,"Sher-e-Bangla National Stadium, Dhaka",Dhaka,72471,3,2025-02-01,123,41,1,1.4,4,28
591,21,Trent Boult,Bowler,New Zealand,6,Auckland,Gary Stead,3,22,"Eden Park, Auckland",Auckland,28258,1,2021-04-26,43,50,0,2.1,5,34
592,386,Angelo Mathews,All-rounder,Sri Lanka,8,Colombo,Chris Silverwood,10,20,"R. Premadasa Stadium, Colombo",Colombo,82544,2,2020-10-21,105,96,0,0.9,1,36
593,340,Kagiso Rabada,Bowler,South Africa,4,Johannesburg,Rob Walter,3,7,"Newlands, Cape Town",Johannesburg,59316,2,2023-05-04,12,44,3,7.3,1,29
594,477,Shadab Khan,All-rounder,Pakistan,5,Karachi,Grant Bradburn,6,5,"Gaddafi Stadium, Lahore",Karachi,79814,1,2023-07-16,21,9,4,6.1,4,25
595,351,Nicholas Pooran,Wicketkeeper,West Indies,7,Kingston,Daren Sammy,8,9,"Kensington Oval, Bridgetown",Kingston,57882,3,2021-05-09,46,88,2,5.3,4,28
596,255,Babar Azam,Batsman,Pakistan,5,Karachi,Grant Bradburn,3,3,"Gaddafi Stadium, Lahore",Karachi,83365,3,2021-07-28,55,93,0,4.5,0,29
597,197,Mohammad Nabi,All-rounder,Afghanistan,10,Kabul,Jonathan Trott,7,23,"Kabul International Cricket Stadium, Kabul",Kabul,66041,2,2022-06-17,132,37,5,13.1,1,39
598,349,Jasprit Bumrah,Bowler,India,1,Mumbai,Rahul Dravid,5,26,"Wankhede Stadium, Mumbai",Mumbai,52542,3,2020-01-23,70,33,4,6.6,0,30
599,177,Mushfiqur Rahim,Wicketkeeper,Bangladesh,9,Dhaka,Chandika Hathurusingha,10,10,"Sher-e-Bangla National Stadium, Dhaka",Dhaka,62284,3,2025-01-23,60,3,5,8.2,2,36
600,381,Sunil Narine,Bowler,West Indies,7,Kingston,Daren Sammy,10,14,"Kensington Oval, Bridgetown",Kingston,38442,2,2020-05-06,76,65,5,15.6,0,36
601,183,Babar Azam,Batsman,Pakistan,5,Karachi,Grant Bradburn,6,7,"Gaddafi Stadium, Lahore",Karachi,35464,2,2025-01-10,62,43,0,5.9,5,29
602,457,Kagiso Rabada,Bowler,South Africa,4,Johannesburg,Rob Walter,8,27,"Newlands, Cape Town",Johannesburg,56562,2,2024-04-23,7,39,1,15.7,5,29
603,35,MS Dhoni,Wicketkeeper,India,1,Mumbai,Rahul Dravid,10,19,"Wankhede Stadium, Mumbai",Mumbai,80232,2,2024-08-23,137,39,0,14.4,5,42
604,24,Rohit Sharma,Batsman,India,1,Mumbai,Rahul Dravid,10,3,"Wankhede Stadium, Mumbai",Mumbai,73187,1,2020-07-01,131,66,0,6.8,4,36
605,169,Jasprit Bumrah,Bowler,India,1,Mumbai,Rahul Dravid,5,8,"Wankhede Stadium, Mumbai",Mumbai,65628,1,2020-05-22,101,34,5,12.6,5,30
606,492,Chris Gayle,Batsman,West Indies,7,Kingston,Daren Sammy,2,19,"Kensington Oval, Bridgetown",Kingston,64685,3,2020-07-09,23,55,4,9.2,3,44
607,166,Jofra Archer,Bowler,England,3,London,Brendon McCullum,1,12,"Lord's Cricket Ground, London",London,25296,1,2023-01-10,21,46,5,16.8,0,29
608,22,Mitchell Starc,Bowler,Australia,2,Sydney,Andrew McDonald,9,23,"Melbourne Cricket Ground, Melbourne",Sydney,47312,2,2023-08-18,135,31,1,1.7,0,34
609,61,Moeen Ali,All-rounder,England,3,London,Brendon McCullum,2,21,"Lord's Cricket Ground, London",London,71293,2,2020-12-15,114,100,2,11.1,0,36
610,111,Babar Azam,Batsman,Pakistan,5,Karachi,Grant Bradburn,9,4,"Gaddafi Stadium, Lahore",Karachi,32508,1,2021-06-16,104,68,1,18.4,3,29
611,66,Shakib Al Hasan,All-rounder,Bangladesh,9,Dhaka,Chandika Hathurusingha,6,4,"Sher-e-Bangla National Stadium, Dhaka",Dhaka,64559,2,2023-12-11,99,95,0,18.8,2,37
612,417,Jacques Kallis,All-rounder,South Africa,4,Johannesburg,Rob Walter,10,10,"Newlands, Cape Town",Johannesburg,38438,3,2020-09-13,106,41,3,3.4,2,48
613,217,Hazratullah Zazai,Batsman,Afghanistan,10,Kabul,Jonathan Trott,1,4,"Kabul International Cricket Stadium, Kabul",Kabul,84658,2,2022-04-28,39,30,2,13.4,2,25
614,149,MS Dhoni,Wicketkeeper,India,1,Mumbai,Rahul Dravid,6,2,"Wankhede Stadium, Mumbai",Mumbai,31589,2,2022-09-14,73,38,4,17.9,5,42
615,247,Jasprit Bumrah,Bowler,India,1,Mumbai,Rahul Dravid,8,14,"Wankhede Stadium, Mumbai",Mumbai,49615,1,2020-06-10,148,42,4,11.1,5,30
616,254,Rohit Sharma,Batsman,India,1,Mumbai,Rahul Dravid,2,5,"Wankhede Stadium, Mumbai",Mumbai,63265,3,2020-11-20,37,11,1,7.2,5,36
617,390,Mohammad Nabi,All-rounder,Afghanistan,10,Kabul,Jonathan Trott,1,2,"Kabul International Cricket Stadium, Kabul",Kabul,40174,1,2021-11-02,124,24,4,19.4,0,39
